id,subject,grade,difficulty,real_exam,total_ex,priority,title
CH_C3_01,chemistry,9,2,0,0,13.0,元素
CH_C4_01,chemistry,9,2,0,0,13.0,物质的变化
CH_C6_04,chemistry,9,3,0,0,13.0,常见气体的制取
CH_G79_CM_03,chemistry,7-9,3,0,0,13.0,离子
CH_G79_CM_04,chemistry,7-9,3,0,0,13.0,化合价
CH_G79_PA_04,chemistry,7-9,1,0,0,13.0,爱护水资源
CH_G79_PA_05,chemistry,7-9,2,0,0,13.0,pH 值
CH_G79_SO_01,chemistry,7-9,2,0,0,13.0,化学与能源
CH_G79_EX_02,chemistry,7-9,2,0,0,13.0,过滤操作
CH_G79_EX_03,chemistry,7-9,2,0,0,13.0,二氧化碳的制取
CH_G79_MI_01,chemistry,7-9,4,0,0,13.0,化学键
B_G79_CL_03,biology,7-9,3,0,0,13.0,生物的变异
B_G79_CL_05,biology,7-9,3,0,0,13.0,生物进化的证据
ML_G79_NT_02,morality_law,7-9,1,0,0,13.0,党的领导
ML_G79_NT_03,morality_law,7-9,1,0,0,13.0,社会主义制度
ML_G79_NT_04,morality_law,7-9,1,0,0,13.0,中华民族共同体
ML_G79_RE_02,morality_law,7-9,1,0,0,13.0,历史责任
ML_G79_CU_03,morality_law,7-9,1,0,0,13.0,社会主义先进文化
IT_G79_DA_05,info_tech,7-9,1,0,0,13.0,信息处理: 文字
M_G2_NS_03,math,3-4,3,0,0,12.0,多位数的乘除法
M_G4_NS_09,math,7-9,2,0,0,12.0,无理数
M_G4_GM_07,math,7-9,2,0,0,12.0,直角三角形
M_G4_ST_10,math,7-9,3,0,0,12.0,古典概型
P_P1_01,physics,8,1,0,0,12.0,三种物态的基本特征
P_P1_06,physics,8,2,0,0,12.0,水循环
CH_G79_CM_02,chemistry,7-9,2,0,0,12.0,原子
CH_G79_PA_03,chemistry,7-9,1,0,0,12.0,水的净化
B_G79_CL_04,biology,7-9,3,0,0,12.0,遗传病
B_G79_HE_01,biology,7-9,1,0,0,12.0,了解自己
ML_G79_LG_01,morality_law,7-9,1,0,0,12.0,法治社会
ML_G79_CU_04,morality_law,7-9,1,0,0,12.0,文化自信
ML_G79_GR_01,morality_law,7-9,1,0,0,12.0,人生规划
ML_G79_LF_01,morality_law,7-9,1,0,0,12.0,生命教育
IT_G79_PG_01,info_tech,7-9,3,0,0,12.0,面向对象基础
IT_G79_AI_01,info_tech,7-9,3,0,0,12.0,监督学习和无监督学习
IT_G79_DA_03,info_tech,7-9,1,0,0,12.0,信息安全: 文明礼仪
IT_G79_DA_04,info_tech,7-9,1,0,0,12.0,网络: 网络搜索与辅助协作学习
M_G2_NS_07,math,3-4,2,0,0,11.0,同分母分数加减法
M_G2_NS_08,math,3-4,2,0,0,11.0,一位小数加减法
M_G3_NS_11,math,5-6,3,0,0,11.0,比的意义与性质
M_G3_ST_04,math,5-6,3,0,0,11.0,中位数
M_G4_QR_02,math,7-9,3,0,0,11.0,二元一次方程组
M_G4_QR_04,math,7-9,3,0,0,11.0,一元一次不等式组
M_G4_GM_15,math,7-9,2,0,0,11.0,梯形
M_G4_GM_16,math,7-9,2,0,0,11.0,多边形内角和
M_G4_GM_19,math,7-9,3,0,0,11.0,圆的切线
M_G4_GM_21,math,7-9,2,0,0,11.0,投影与视图
M_G4_GM_24,math,7-9,2,0,0,11.0,轴对称
M_G4_GM_30,math,7-9,3,0,0,11.0,解直角三角形
M_G4_ST_04,math,7-9,2,0,0,11.0,频数与频率
M_G4_ST_05,math,7-9,3,0,0,11.0,频数分布表与直方图
M_G4_ST_07,math,7-9,3,0,0,11.0,极差/方差/标准差
M_G4_ST_09,math,7-9,2,0,0,11.0,概率意义
P_P4_02,physics,8-9,3,0,0,11.0,电流/电压/电阻
P_P5_02,physics,8-9,3,0,0,11.0,能量转化与守恒
CH_C5_01,chemistry,9,2,0,0,11.0,化学与可持续发展
G_G6_02,geography,7,2,0,0,11.0,东南亚
G_G6_03,geography,7,2,0,0,11.0,印度
IT_I4_04,info_tech,7-9,3,0,0,11.0,物联网
M_G79_QR_01,math,7-9,3,0,0,11.0,不等式的基本性质
M_G79_SP_03,math,7-9,2,0,0,11.0,折线图
CH_G79_CR_02,chemistry,7-9,1,0,0,11.0,燃料的充分燃烧
B_G79_HE_02,biology,7-9,2,0,0,11.0,传染病的概念
B_G79_HE_04,biology,7-9,1,0,0,11.0,止血方法
B_G79_CP_01,biology,7-9,1,0,0,11.0,生物与农业
B_G79_CP_04,biology,7-9,3,0,0,11.0,生物技术: 克隆
ML_G79_RE_01,morality_law,7-9,1,0,0,11.0,社会责任
ML_G79_EC_01,morality_law,7-9,1,0,0,11.0,基本经济制度
IT_G79_SR_02,info_tech,7-9,1,0,0,11.0,聚焦课程目标和课程内容的关键问
M_G2_QR_05,math,3-4,3,0,0,10.0,等量的等量相等
M_G2_GM_02,math,3-4,2,0,0,10.0,角的度量
M_G2_GM_03,math,3-4,2,0,0,10.0,角的分类
M_G3_NS_03,math,5-6,3,0,0,10.0,约分与通分
M_G3_NS_06,math,5-6,3,0,0,10.0,小数乘除法
M_G3_NS_09,math,5-6,2,0,0,10.0,百分数
M_G4_NS_14,math,7-9,2,0,0,10.0,合并同类项
M_G4_GM_13,math,7-9,2,0,0,10.0,菱形
M_G4_GM_14,math,7-9,2,0,0,10.0,正方形
M_G4_GM_31,math,7-9,2,0,0,10.0,坐标与图形位置
M_G4_ST_11,math,7-9,3,0,0,10.0,用频率估计概率
P_P1_05,physics,8,2,0,0,10.0,物态变化:升华凝华
P_P1_08,physics,8,3,0,0,10.0,分子动理论
P_P2_01,physics,8,2,0,0,10.0,机械运动与参照物
P_P2_02,physics,8,2,0,0,10.0,分子热运动
P_P2_03,physics,8,1,0,0,10.0,长度与时间测量
P_P2_05,physics,8,2,0,0,10.0,力的概念
P_P2_06,physics,8,1,0,0,10.0,力的测量:弹簧测力计
P_P3_01,physics,8,2,0,0,10.0,声音的产生与传播
P_P3_02,physics,8,2,0,0,10.0,声音的特性:音调/响度/音色
P_P3_04,physics,8,2,0,0,10.0,光的直线传播
P_P4_04,physics,8-9,3,0,0,10.0,串并联电路
P_P4_07,physics,8-9,2,0,0,10.0,家庭电路
P_P4_08,physics,8-9,2,0,0,10.0,磁现象与磁场
P_P4_11,physics,8-9,3,0,0,10.0,电动机
P_P4_12,physics,8-9,3,0,0,10.0,电磁感应
P_P5_01,physics,8-9,2,0,0,10.0,能量及其形式
P_P6_01,physics,8-9,3,0,0,10.0,科学探究方法
P_P6_02,physics,8-9,3,0,0,10.0,实验设计能力
P_P7_01,physics,8-9,2,0,0,10.0,物理学与日常生活
P_P7_02,physics,8-9,3,0,0,10.0,物理学与工程实践
CH_C6_03,chemistry,9,2,0,0,10.0,化学实验基本操作
IT_I2_01,info_tech,4-9,1,0,0,10.0,算法的概念
IT_I2_02,info_tech,4-9,2,0,0,10.0,算法的描述
IT_I2_03,info_tech,4-9,2,0,0,10.0,顺序结构
IT_I4_01,info_tech,4-9,2,0,0,10.0,网络基础
M_G79_NS_03,math,7-9,3,0,0,10.0,代入消元法
M_G79_GG_01,math,7-9,4,0,0,10.0,反证法
M_G79_GG_03,math,7-9,1,0,0,10.0,有序数对
M_G79_GG_05,math,7-9,3,0,0,10.0,位似的性质
M_G79_GG_07,math,7-9,4,0,0,10.0,正弦
M_G79_SP_01,math,7-9,2,0,0,10.0,随机抽样
M_G79_QR_02,math,7-9,1,0,0,10.0,探索加法和减法的算理与算法
M_G79_SP_10,math,7-9,1,0,0,10.0,能解释数据分析的结果
P_G79_MA_06,physics,7-9,1,0,0,10.0,质量
P_G79_MI_08,physics,7-9,2,0,0,10.0,连通器
B_G79_HE_03,biology,7-9,2,0,0,10.0,免疫
B_G79_CP_03,biology,7-9,2,0,0,10.0,生物与环境治理
IT_G34_DA_02,info_tech,3-4,2,0,0,10.0,数据的可靠性
IT_G34_AL_03,info_tech,3-4,2,0,0,10.0,枚举算法
IT_G34_PG_02,info_tech,3-4,1,0,0,10.0,程序的执行
IT_G34_PG_03,info_tech,3-4,2,0,0,10.0,小程序设计
IT_G34_SY_02,info_tech,3-4,2,0,0,10.0,信息的表示
IT_G79_SR_01,info_tech,7-9,1,0,0,10.0,算法: 问题的步又分解一算法的
M_G1_ST_01,math,1-2,1,0,0,9.0,数据分类方法
M_G2_NS_04,math,3-4,2,0,0,9.0,小数的初步认识
M_G2_NS_05,math,3-4,2,0,0,9.0,分数的初步认识
M_G3_GM_02,math,5-6,2,0,0,9.0,圆周率
M_G3_GM_05,math,5-6,2,0,0,9.0,扇形
M_G3_GM_07,math,5-6,3,0,0,9.0,圆柱表面积
M_G4_QR_13,math,7-9,3,0,0,9.0,函数应用
M_G4_GM_03,math,7-9,2,0,0,9.0,平行线
M_G4_GM_05,math,7-9,3,0,0,9.0,等腰三角形
M_G4_GM_09,math,7-9,3,0,0,9.0,勾股定理逆定理
M_G4_GM_12,math,7-9,2,0,0,9.0,矩形
M_G4_GM_32,math,7-9,3,0,0,9.0,坐标与图形运动
M_G4_ST_03,math,7-9,2,0,0,9.0,总体/个体/样本/样本容量
P_P1_04,physics,8,2,0,0,9.0,物态变化:汽化液化
P_P2_09,physics,8,2,0,0,9.0,二力平衡
P_P2_12,physics,8-9,3,0,0,9.0,压强
P_P4_03,physics,8-9,3,0,0,9.0,欧姆定律
P_P4_05,physics,8-9,3,0,0,9.0,电功与电功率
P_P4_09,physics,8-9,3,0,0,9.0,电流的磁效应
H_H2_CM_08,history,9,3,0,0,9.0,国民革命
H_H2_CM_09,history,9,3,0,0,9.0,红军长征
H_H2_CM_10,history,9,3,0,0,9.0,抗日战争
H_H3_CR_01,history,9,2,0,0,9.0,新中国成立与巩固
H_H3_CR_02,history,9,2,0,0,9.0,社会主义制度建立
G_G5_03,geography,7,2,0,0,9.0,亚洲分区
G_G7_02,geography,8,2,0,0,9.0,撒哈拉以南非洲
G_G8_01,geography,8,2,0,0,9.0,美国
G_G9_01,geography,8,2,0,0,9.0,南极地区
G_G10_02,geography,8,1,0,0,9.0,中国的民族
G_G10_04,geography,8,2,0,0,9.0,中国的气候
G_G10_08,geography,8,2,0,0,9.0,中国的交通
G_G11_01,geography,8,2,0,0,9.0,北方地区
G_G11_02,geography,8,2,0,0,9.0,南方地区
G_G11_03,geography,8,2,0,0,9.0,西北地区
G_G11_04,geography,8,2,0,0,9.0,青藏地区
G_G11_05,geography,8,2,0,0,9.0,香港澳门台湾
ML_ML_G2_04,morality_law,2,1,0,0,9.0,爱护环境
IT_I1_02,info_tech,3-6,2,0,0,9.0,数据的获取与整理
IT_I2_04,info_tech,4-9,2,0,0,9.0,分支结构
IT_I2_05,info_tech,5-9,3,0,0,9.0,循环结构
IT_I3_01,info_tech,3-6,2,0,0,9.0,图形化编程
IT_I4_02,info_tech,4-9,1,0,0,9.0,互联网应用
IT_I5_03,info_tech,3-6,1,0,0,9.0,文件管理
IT_I7_02,info_tech,4-9,2,0,0,9.0,数字公民
M_G79_GG_04,math,7-9,2,0,0,9.0,平面直角坐标系
M_G79_GG_06,math,7-9,3,0,0,9.0,位似的应用
M_G79_GG_11,math,7-9,4,0,0,9.0,用三角函数解决问题
M_G79_GG_12,math,7-9,2,0,0,9.0,展开与折叠
M_G79_SP_02,math,7-9,3,0,0,9.0,分层抽样
CN_G79_WR_06,chinese,7-9,4,0,0,9.0,论点论据论证
P_G79_MA_04,physics,7-9,2,0,0,9.0,物质的构成
P_G79_MI_03,physics,7-9,2,0,0,9.0,弹力
P_G79_MI_05,physics,7-9,2,0,0,9.0,惯性
P_G79_MI_09,physics,7-9,3,0,0,9.0,阿基米德原理
P_G79_MI_11,physics,7-9,2,0,0,9.0,杠杆
P_G79_EN_04,physics,7-9,2,0,0,9.0,内能的概念
P_G79_EN_08,physics,7-9,2,0,0,9.0,热机的概念
P_G79_LI_02,physics,7-9,2,0,0,9.0,凸透镜的应用: 照相机
P_G79_EM_07,physics,7-9,1,0,0,9.0,磁体和磁极
P_G79_EM_10,physics,7-9,3,0,0,9.0,电磁波
P_G79_EX_04,physics,7-9,1,0,0,9.0,刻度尺的使用
B_G79_CP_02,biology,7-9,2,0,0,9.0,生物与医药
G_G79_WC_06,geography,7-9,2,0,0,9.0,气温的分布
ML_G12_GR_02,morality_law,1-2,1,0,0,9.0,我爱学做人
ML_G12_GR_03,morality_law,1-2,1,0,0,9.0,养成好习惯
ML_G12_GR_04,morality_law,1-2,1,0,0,9.0,我和同学
ML_G12_GR_05,morality_law,1-2,1,0,0,9.0,校园新生活
ML_G12_GR_06,morality_law,1-2,1,0,0,9.0,老师我爱您
ML_G12_FM_02,morality_law,1-2,1,0,0,9.0,自己的事自己做
ML_G12_RU_02,morality_law,1-2,1,0,0,9.0,遵守交通规则
ML_G12_RU_03,morality_law,1-2,1,0,0,9.0,遵守公共秩序
ML_G12_MO_02,morality_law,1-2,1,0,0,9.0,守信
ML_G12_MO_03,morality_law,1-2,1,0,0,9.0,友爱
ML_G12_MO_04,morality_law,1-2,1,0,0,9.0,讲礼貌
ML_G12_IA_02,morality_law,1-2,1,0,0,9.0,学会宽容
ML_G34_FM_02,morality_law,3-4,1,0,0,9.0,和睦的家庭
SC_G79_TE_03,science,7-9,1,0,0,9.0,空气与水 | @认识空气是无色
SC_G79_TE_04,science,7-9,1,0,0,9.0,物质的| 随着吸热和放热
SC_G79_TE_05,science,7-9,1,0,0,9.0,物质变 | @知道有些物体的形
M_G2_NS_01,math,3-4,2,0,0,8.0,万以上数的认识
M_G2_NS_02,math,3-4,2,0,0,8.0,多位数的读写
M_G2_NS_06,math,3-4,2,0,0,8.0,分数单位
M_G2_NS_17,math,3-4,3,0,0,8.0,公倍数与最小公倍数
M_G2_NS_18,math,3-4,3,0,0,8.0,公因数与最大公因数
M_G2_NS_19,math,3-4,1,0,0,8.0,奇数与偶数
M_G2_NS_20,math,3-4,2,0,0,8.0,质数与合数
M_G2_NS_21,math,3-4,2,0,0,8.0,2/3/5 倍数特征
M_G2_NS_22,math,3-4,2,0,0,8.0,估算
M_G2_QR_03,math,3-4,2,0,0,8.0,常见数量关系:总价=单价×数量
M_G2_QR_06,math,3-4,2,0,0,8.0,探索简单规律
M_G2_GM_09,math,3-4,3,0,0,8.0,梯形面积
M_G2_ST_02,math,3-4,2,0,0,8.0,条形统计图
M_G3_NS_02,math,5-6,3,0,0,8.0,分数基本性质
M_G3_QR_05,math,5-6,3,0,0,8.0,解决问题策略:假设
M_G3_QR_06,math,5-6,3,0,0,8.0,解决问题策略:转化
M_G3_GM_03,math,5-6,2,0,0,8.0,圆的周长
M_G3_GM_06,math,5-6,2,0,0,8.0,圆柱的认识
M_G3_GM_08,math,5-6,3,0,0,8.0,圆柱体积
M_G3_GM_09,math,5-6,2,0,0,8.0,圆锥的认识
M_G3_GM_10,math,5-6,3,0,0,8.0,圆锥体积
M_G3_GM_11,math,5-6,3,0,0,8.0,观察物体三视图
M_G3_GM_12,math,5-6,2,0,0,8.0,长方体正方体表面积
M_G3_GM_13,math,5-6,2,0,0,8.0,长方体正方体体积
M_G3_GM_14,math,5-6,2,0,0,8.0,体积单位
M_G4_GM_02,math,7-9,2,0,0,8.0,垂线
M_G4_GM_18,math,7-9,3,0,0,8.0,圆周角
M_G4_GM_25,math,7-9,2,0,0,8.0,平移
M_G4_GM_26,math,7-9,2,0,0,8.0,旋转
M_G4_ST_01,math,7-9,2,0,0,8.0,全面调查
M_G4_ST_02,math,7-9,2,0,0,8.0,抽样调查
M_G4_PR_01,math,7-9,3,0,0,8.0,项目式学习
EN_E4_VB_02,english,7-9,3,0,0,8.0,词义辨析与一词多义
EN_E4_GR_02,english,7-9,3,0,0,8.0,非谓语动词
EN_E4_SK_02,english,7-9,3,0,0,8.0,讨论与辩论
EN_E4_SK_03,english,7-9,3,0,0,8.0,写命题作文/应用文
EN_E4_CU_02,english,7-9,3,0,0,8.0,用英语讲好中国故事
P_P2_08,physics,8,2,0,0,8.0,力的三要素与图示
P_P2_15,physics,8-9,3,0,0,8.0,流体压强与流速
P_P2_16,physics,8-9,3,0,0,8.0,浮力
P_P3_03,physics,8,1,0,0,8.0,噪声与防护
P_P3_06,physics,8,3,0,0,8.0,平面镜成像
P_P3_09,physics,8-9,2,0,0,8.0,光的色散
P_P4_06,physics,8-9,3,0,0,8.0,焦耳定律
P_P4_10,physics,8-9,2,0,0,8.0,电磁铁
P_P4_13,physics,8-9,3,0,0,8.0,发电机
P_P5_03,physics,8-9,2,0,0,8.0,能源与可持续发展
P_P6_03,physics,8-9,3,0,0,8.0,数据处理与误差分析
P_P7_03,physics,8-9,2,0,0,8.0,物理学与社会发展
H_H4_WB_01,history,9,3,0,0,8.0,文艺复兴
H_H4_WC_01,history,9,3,0,0,8.0,第一次世界大战
G_G5_02,geography,7,2,0,0,8.0,亚洲自然环境
ML_ML_G1_01,morality_law,1,1,0,0,8.0,适应新学校
ML_ML_G1_04,morality_law,1,1,0,0,8.0,我爱我的家
ML_ML_G1_05,morality_law,1,1,0,0,8.0,自我保护意识
ML_ML_G2_01,morality_law,2,1,0,0,8.0,家乡的变化
ML_ML_G2_02,morality_law,2,1,0,0,8.0,诚实守信
ML_ML_G2_03,morality_law,2,1,0,0,8.0,不乱花钱
ML_ML_G3_01,morality_law,3,2,0,0,8.0,我们的学校生活
ML_ML_G3_02,morality_law,3,1,0,0,8.0,安全记心中
ML_ML_G3_03,morality_law,3,1,0,0,8.0,家是最温暖的地方
ML_ML_G3_04,morality_law,3,2,0,0,8.0,心中的110
ML_ML_G4_01,morality_law,4,1,0,0,8.0,与同伴友好相处
ML_ML_G4_02,morality_law,4,2,0,0,8.0,做聪明的消费者
ML_ML_G4_03,morality_law,4,2,0,0,8.0,网络新世界
ML_ML_G4_04,morality_law,4,1,0,0,8.0,健康看电视
IT_I1_03,info_tech,5-9,3,0,0,8.0,数据编码
M_G79_GG_08,math,7-9,4,0,0,8.0,余弦
M_G79_GG_09,math,7-9,4,0,0,8.0,正切
M_G79_GG_10,math,7-9,3,0,0,8.0,特殊角三角函数值
M_G79_SP_05,math,7-9,1,0,0,8.0,极差
CH_C2_11,chemistry,9,1,0,0,15.0,化肥
SC_G12_TE_03,science,1-2,1,0,0,9.0,利用各种常见的运动情境
SC_S1_ES_03,science,1-2,1,0,0,8.0,四季变化
M_G79_IP_01,math,7-9,3,0,0,8.0,数学建模: 最短路径
M_G79_QR_03,math,7-9,1,0,0,8.0,在具体情境中
M_G79_QR_05,math,7-9,1,0,0,8.0,在解决生活情境问题的过程中
M_G79_SP_11,math,7-9,1,0,0,8.0,进一步经历收集、整理、描述、分
M_G79_SP_12,math,7-9,1,0,0,8.0,经历数据分类的活动
M_G79_SP_13,math,7-9,1,0,0,8.0,通过实例
M_G79_SP_14,math,7-9,1,0,0,8.0,体会样本与总体的关系
CN_G79_AL_03,chinese,7-9,3,0,0,8.0,词性的辨析
CN_G79_WR_01,chinese,7-9,3,0,0,8.0,立意: 中心明确
P_G79_MA_03,physics,7-9,2,0,0,8.0,物质状态变化的应用
P_G79_MA_05,physics,7-9,2,0,0,8.0,元素周期表
P_G79_MI_02,physics,7-9,2,0,0,8.0,匀速直线运动
P_G79_MI_04,physics,7-9,1,0,0,8.0,增大和减小摩擦
P_G79_MI_07,physics,7-9,4,0,0,8.0,力的分解
P_G79_MI_10,physics,7-9,3,0,0,8.0,物体的浮沉条件
P_G79_MI_13,physics,7-9,2,0,0,8.0,斜面
P_G79_EN_03,physics,7-9,3,0,0,8.0,机械能转化
P_G79_EN_07,physics,7-9,2,0,0,8.0,内能的改变
P_G79_EN_10,physics,7-9,2,0,0,8.0,热机的效率
P_G79_LI_03,physics,7-9,3,0,0,8.0,眼睛和眼镜
P_G79_EM_06,physics,7-9,2,0,0,8.0,电阻
P_G79_EM_09,physics,7-9,1,0,0,8.0,地磁场
P_G79_EM_12,physics,7-9,2,0,0,8.0,能源的开发与利用
P_G79_EX_03,physics,7-9,2,0,0,8.0,等效替代法
P_G79_EX_06,physics,7-9,2,0,0,8.0,滑动变阻器
B_G79_CL_06,biology,7-9,3,0,0,8.0,自然选择学说
B_G79_HE_05,biology,7-9,1,0,0,8.0,安全用药
B_G79_CP_05,biology,7-9,3,0,0,8.0,生物技术: 转基因
G_G79_EM_06,geography,7-9,2,0,0,8.0,分层设色地形图
G_G79_EM_08,geography,7-9,1,0,0,8.0,地球在宇宙中
G_G79_WC_01,geography,7-9,1,0,0,8.0,天气预报
G_G79_WC_07,geography,7-9,2,0,0,8.0,影响气候的因素
G_G79_RE_01,geography,7-9,1,0,0,8.0,世界人口数量
G_G79_RE_04,geography,7-9,1,0,0,8.0,世界三大人种
G_G79_RE_06,geography,7-9,1,0,0,8.0,世界语言
G_G79_CN_01,geography,7-9,1,0,0,8.0,中国的位置
G_G79_CN_03,geography,7-9,1,0,0,8.0,中国山脉
G_G79_CN_10,geography,7-9,1,0,0,8.0,土地资源
G_G79_WO_04,geography,7-9,1,0,0,8.0,埃及
IT_G34_DA_01,info_tech,3-4,1,0,0,8.0,简单的数据分析
IT_G34_AL_01,info_tech,3-4,1,0,0,8.0,算法的特征
IT_G34_PG_01,info_tech,3-4,1,0,0,8.0,认识源代码
IT_G34_SY_01,info_tech,3-4,1,0,0,8.0,计算机的工作原理
IT_G34_NW_01,info_tech,3-4,2,0,0,8.0,网络分类
IT_G34_NW_02,info_tech,3-4,2,0,0,8.0,IP 地址和域名
IT_G34_NW_03,info_tech,3-4,2,0,0,8.0,网络协议
IT_G34_SR_02,info_tech,3-4,1,0,0,8.0,网络谣言辨识
IT_G34_SR_03,info_tech,3-4,1,0,0,8.0,网络欺凌防范
IT_G56_AL_02,info_tech,5-6,3,0,0,8.0,搜索算法: 二分查找
IT_G56_AL_03,info_tech,5-6,3,0,0,8.0,排序算法: 插入排序
IT_G56_AL_04,info_tech,5-6,3,0,0,8.0,递归应用: 斐波那契
IT_G56_PG_02,info_tech,5-6,3,0,0,8.0,面向对象: 封装
IT_G56_PG_03,info_tech,5-6,4,0,0,8.0,面向对象: 继承
IT_G56_PG_04,info_tech,5-6,4,0,0,8.0,面向对象: 多态
IT_G56_PG_05,info_tech,5-6,3,0,0,8.0,模块和包
IT_G56_PG_06,info_tech,5-6,2,0,0,8.0,常用库: random
IT_G56_DA_02,info_tech,5-6,2,0,0,8.0,数据分析: Excel
IT_G56_DA_03,info_tech,5-6,3,0,0,8.0,数据库: 关系数据库
IT_G56_DA_04,info_tech,5-6,3,0,0,8.0,数据库: SQL 查询
IT_G56_DA_05,info_tech,5-6,4,0,0,8.0,数据库: 表的设计
