id,subject,grade,difficulty,real_exam,total_ex,priority,title
M_G12_GG_03,math,1,1,0,5,0,"用身体尺测量"
M_G3_ST_01,math,5,2,0,5,0,"复式条形统计图"
M_G12_NS_04,math,1,1,0,5,0,"运算能力"
M_G4_GM_04,math,7,3,0,5,0,"三角形全等"
M_G3_NS_12,math,5,3,0,5,0,"比例"
M_G12_QR_03,math,1,1,0,5,0,"认识质量单位(克/千克)"
M_G3_NS_01,math,5,3,0,5,0,"分数意义"
M_G1_PR_02,math,1,1,0,5,0,"主题活动:欢乐购物街"
M_G2_NS_16,math,3,1,0,5,0,"用数描述事物特征"
M_G4_GM_22,math,7,3,0,5,0,"立体图形表面积与体积"
M_G1_GM_09,math,1,1,0,5,0,"估测物体长度"
M_G12_QR_02,math,1,1,0,5,0,"左右"
M_G79_SP_09,math,7,3,0,5,0,"互斥事件的概率"
M_G1_GM_11,math,1,1,0,5,0,"空间观念"
M_G12_GG_06,math,1,1,0,5,0,"前后的相对性"
M_G12_SP_04,math,1,1,0,5,0,"能读懂报纸"
M_G2_ST_04,math,3,3,0,5,0,"平均数意义"
M_G2_GM_08,math,3,3,0,5,0,"三角形面积"
M_G4_QR_10,math,7,3,0,5,0,"反比例函数"
M_G4_GM_23,math,7,2,0,5,0,"尺规作图"
M_G12_GG_05,math,1,1,0,5,0,"上下的相对性"
M_G4_NS_17,math,7,3,0,5,0,"分式方程"
M_G1_NS_10,math,1,2,0,5,0,"百以内加减法口算"
M_G1_QR_03,math,1,1,0,5,0,"解释结果的实际意义"
M_G12_GG_02,math,1,1,0,5,0,"认识球"
M_G12_NS_03,math,1,1,0,5,0,"数感"
M_G79_SP_04,math,7,2,0,5,0,"平均数"
M_G79_GG_02,math,7,3,0,5,0,"命题与逆命题"
M_G1_GM_08,math,1,2,0,5,0,"长度单位换算"
M_G2_NS_10,math,3,2,0,5,0,"加法交换律"
M_G1_NS_08,math,1,1,0,5,0,"表内乘除法"
M_G1_PR_05,math,1,2,0,5,0,"主题活动:身体上的尺子"
M_G1_ST_02,math,1,1,0,5,0,"用文字图画表格记录分类"
M_G12_GG_01,math,1,1,0,5,0,"认识长方体"
M_G3_NS_14,math,5,3,0,5,0,"反比例"
M_G12_IP_02,math,1,1,0,5,0,"实践活动: 测量自己的身高"
M_G1_GM_12,math,1,2,0,5,0,"量感"
M_G79_SP_06,math,7,3,0,5,0,"方差"
M_G79_NS_02,math,7,4,0,5,0,"整式除法"
M_G12_QR_05,math,1,1,0,5,0,"找规律(图形)"
SC_S3_LS_02,science,5,3,0,5,0,"遗传与进化"
SC_G79_TE_02,science,7,1,0,5,0,"地球上存在动物"
SC_G12_MS_07,science,1,1,0,5,0,"物体材料: 玻璃"
SC_S3_MS_03,science,5,3,0,5,0,"能量的多种形式"
SC_S3_MS_05,science,5,3,0,5,0,"简单机械"
SC_S3_MS_04,science,5,3,0,5,0,"简单电路"
SC_G12_TE_03,science,1,1,0,5,0,"利用各种常见的运动情境"
SC_G12_MS_03,science,1,1,0,5,0,"物体的传热"
SC_G12_MS_05,science,1,1,0,5,0,"物体材料: 金属"
SC_S1_LS_05,science,1,2,0,5,0,"植物的生长发育"
SC_G12_LS_01,science,1,1,0,5,0,"观察植物"
SC_S2_MS_01,science,3,2,0,5,0,"固体液体气体的特征"
SC_G12_MS_02,science,1,1,0,5,0,"物体的沉浮"
SC_G12_EU_01,science,1,1,0,5,0,"天气和我们的生活"
SC_G12_EU_02,science,1,1,0,5,0,"常见的天气现象"
SC_G12_MS_04,science,1,1,0,5,0,"物体材料: 纸"
SC_G34_MS_01,science,3,2,0,5,0,"固液气"
SC_G12_MS_09,science,1,1,0,5,0,"水的溶解"
SC_G12_EU_03,science,1,1,0,5,0,"认识月球"
SC_S1_TE_02,science,1,1,0,5,0,"使用简单工具"
SC_G12_MS_10,science,1,1,0,5,0,"声音的来源"
SC_G12_MS_06,science,1,1,0,5,0,"物体材料: 木头"
SC_S1_ES_02,science,1,1,0,5,0,"太阳与月亮的观察"
SC_S1_ES_03,science,1,1,0,5,0,"四季变化"
SC_G12_MS_01,science,1,1,0,5,0,"物体分类"
SC_G12_LS_02,science,1,1,0,5,0,"植物的组成部分"
SC_S2_MS_05,science,3,3,0,5,0,"光的传播与反射"
SC_G12_LS_03,science,1,1,0,5,0,"植物需要什么"
SC_G34_EU_03,science,3,1,0,5,0,"环境污染"
SC_S2_MS_03,science,3,2,0,5,0,"溶解现象"
SC_S1_MS_04,science,1,1,0,5,0,"空气的存在"
SC_S1_ES_01,science,1,1,0,5,0,"观察天气"
SC_G12_TE_01,science,1,1,0,5,0,"简单的设计"
SC_G12_MS_08,science,1,2,0,5,0,"水的三态变化"
SC_S2_MS_04,science,3,3,0,5,0,"声音的产生与传播"
SC_G12_LS_04,science,1,1,0,5,0,"植物的多样性"
SC_G12_TE_02,science,1,1,0,5,0,"用比值定义的方法帮助学生理解比"
SC_S3_TE_02,science,5,2,0,5,0,"技术与伦理"
PE_G56_BM_04,pe_health,5,3,0,5,0,"技巧: 倒立"
PE_PE2_01,pe_health,1,2,0,5,0,"小篮球"
PE_G12_BM_15,pe_health,1,1,0,5,0,"头部运动"
PE_G12_BM_09,pe_health,1,1,0,5,0,"投准练习"
PE_PE3_04,pe_health,5,3,0,5,0,"跳高跳远"
PE_G12_BM_05,pe_health,1,1,0,5,0,"双脚跳"
PE_PE4_03,pe_health,3,2,0,5,0,"武术基本功"
PE_G12_BM_03,pe_health,1,1,0,5,0,"走跑交替"
PE_PE3_03,pe_health,4,2,0,5,0,"接力跑"
PE_G12_BM_16,pe_health,1,1,0,5,0,"上肢运动"
PE_PE3_01,pe_health,3,2,0,5,0,"短跑"
PE_G12_BA_03,pe_health,1,1,0,5,0,"运球"
PE_G12_HE_03,pe_health,1,1,0,5,0,"保护视力"
PE_G12_BM_02,pe_health,1,1,0,5,0,"自然跑"
PE_G12_BM_13,pe_health,1,1,0,5,0,"齐步走"
PE_G79_BM_01,pe_health,7,3,0,5,0,"力量训练"
PE_G12_BM_01,pe_health,1,1,0,5,0,"自然走"
PE_G12_BM_06,pe_health,1,1,0,5,0,"单脚跳"
PE_G79_BM_02,pe_health,7,3,0,5,0,"速度训练"
PE_PE5_02,pe_health,1,1,0,5,0,"营养与饮食"
PE_G56_AT_01,pe_health,5,3,0,5,0,"铅球: 滑步推"
PE_G12_BM_07,pe_health,1,1,0,5,0,"双脚连续跳"
PE_G12_GY_02,pe_health,1,1,0,5,0,"基本徒手操"
PE_G12_BM_08,pe_health,1,1,0,5,0,"跳起触物"
PE_G12_HE_01,pe_health,1,1,0,5,0,"正确的坐立行姿势"
PE_PE5_06,pe_health,1,1,0,5,0,"常见疾病预防"
PE_G12_BM_12,pe_health,1,1,0,5,0,"原地转法"
PE_G12_BM_14,pe_health,1,1,0,5,0,"跑步走"
PE_PE5_05,pe_health,4,2,0,5,0,"心理健康"
PE_G12_HE_02,pe_health,1,1,0,5,0,"个人卫生"
PE_G79_BM_03,pe_health,7,3,0,5,0,"柔韧训练"
PE_G56_BM_03,pe_health,5,3,0,5,0,"双杠: 支撑"
PE_PE1_03,pe_health,1,2,0,5,0,"投掷"
PE_G12_HE_04,pe_health,1,1,0,5,0,"保护牙齿"
PE_PE1_04,pe_health,1,2,0,5,0,"体操基本动作"
H_H3_CR_05,history,9,3,0,5,0,"中国特色社会主义进入新时代"
H_G79_CA_29,history,7,1,0,5,0,"安史之乱"
H_G79_CN_24,history,7,1,0,5,0,"新民主主义革命胜利"
H_G79_CA_31,history,7,1,0,5,0,"辽宋西夏并立"
H_G79_CN_17,history,7,1,0,5,0,"七七事变"
H_G79_CA_35,history,7,1,0,5,0,"行省制度"
H_H3_CR_03,history,9,2,0,5,0,"社会主义建设探索"
H_H4_WA_01,history,9,2,0,5,0,"古代埃及文明"
H_G79_CA_02,history,7,1,0,5,0,"北京人"
H_H4_WC_04,history,9,3,0,5,0,"第二次世界大战"
H_G79_CA_32,history,7,1,0,5,0,"南宋偏安"
H_G79_CN_19,history,7,1,0,5,0,"台儿庄战役"
H_H4_WC_05,history,9,3,0,5,0,"冷战"
H_H4_WB_03,history,9,3,0,5,0,"工业革命"
H_G79_CN_22,history,7,1,0,5,0,"三大战役"
H_H4_WB_05,history,9,2,0,5,0,"美国独立战争"
H_H2_CM_04,history,8,3,0,5,0,"甲午战争与戊戌变法"
H_G79_CN_18,history,7,1,0,5,0,"南京大屠杀"
H_H2_CM_02,history,8,2,0,5,0,"太平天国运动"
H_G79_CN_16,history,7,1,0,5,0,"西安事变"
H_H1_CA_09,history,8,2,0,5,0,"明清王朝"
H_H4_WC_02,history,9,3,0,5,0,"十月革命"
H_H4_WA_05,history,9,2,0,5,0,"古代罗马文明"
H_H4_WC_06,history,9,3,0,5,0,"世界多极化与经济全球化"
H_H4_WC_03,history,9,2,0,5,0,"罗斯福新政"
H_H1_CA_08,history,8,2,0,5,0,"宋元时期"
H_H2_CM_06,history,8,3,0,5,0,"新文化运动"
H_G79_CA_30,history,7,1,0,5,0,"北宋建立与中央集权"
H_H4_WA_02,history,9,2,0,5,0,"古代两河流域文明"
CN_G56_AL_03,chinese,5,2,0,5,0,"正确使用常见标点"
CN_G79_AL_09,chinese,7,3,0,5,0,"品味语言特点"
CN_G79_LR_01,chinese,7,4,0,5,0,"理解作品的思想内容"
CN_G79_BR_01,chinese,7,4,0,5,0,"欣赏作品艺术特色"
CN_G79_LR_03,chinese,7,4,0,5,0,"对作品作出自己的评价"
CN_G79_OC_01,chinese,7,3,0,5,0,"即席演讲"
CN_G79_WR_03,chinese,7,4,0,5,0,"构思: 巧设线索"
CN_C4_PR_01,chinese,7,3,0,5,0,"阅读比较复杂的文本"
CN_G79_LR_02,chinese,7,4,0,5,0,"把握作品的情感倾向"
CN_G79_AL_07,chinese,7,3,0,5,0,"常见病句的辨析"
CN_G79_WR_07,chinese,7,4,0,5,0,"综合运用多种表达方式"
CN_G79_CR_01,chinese,7,4,0,5,0,"理清论证思路"
CN_G79_CR_02,chinese,7,3,0,5,0,"辨别论证方法"
CN_C4_LR_03,chinese,7,3,0,5,0,"写文学评论"
CN_C4_BO_01,chinese,7,3,0,5,0,"整本书阅读:学术著作/文学经典"
CN_G79_WR_04,chinese,7,3,0,5,0,"结构: 合理安排"
CN_G79_AL_08,chinese,7,3,0,5,0,"常见修辞手法"
CN_G79_WR_02,chinese,7,3,0,5,0,"选材: 围绕中心"
CN_C4_TH_01,chinese,7,3,0,5,0,"阅读古今中外思辨性文本"
CN_C3_WR_01,chinese,5,2,0,5,0,"写简单的记实作文"
CN_C3_LR_02,chinese,5,3,0,5,0,"欣赏文学语言"
CN_G79_WR_08,chinese,7,3,0,5,0,"自改和互改作文"
IT_I1_04,info_tech,5,2,0,5,0,"数据可视化"
IT_I6_02,info_tech,7,3,0,5,0,"机器学习体验"
IT_G34_AL_02,info_tech,3,2,0,5,0,"算法效率初识"
IT_I3_02,info_tech,7,3,0,5,0,"Python 编程基础"
IT_I3_04,info_tech,7,3,0,5,0,"函数与模块"
IT_I3_05,info_tech,7,3,0,5,0,"程序调试"
IT_G56_PG_01,info_tech,5,3,0,5,0,"面向对象: 类和实例"
IT_I5_01,info_tech,4,2,0,5,0,"计算机硬件"
IT_G79_DA_01,info_tech,7,2,0,5,0,"数据库基础"
IT_I6_01,info_tech,5,2,0,5,0,"人工智能基础"
IT_G79_AL_02,info_tech,7,4,0,5,0,"动态规划初步"
IT_I2_06,info_tech,7,3,0,5,0,"算法的效率"
IT_G79_AL_01,info_tech,7,4,0,5,0,"时间复杂度"
ML_ML_G1_02,morality_law,1,1,0,5,0,"遵守学校规则"
ML_G79_NT_05,morality_law,7,1,0,5,0,"总体国家安全观"
ML_ML_G9_03,morality_law,9,3,0,5,0,"走向共同富裕"
ML_G79_EC_02,morality_law,7,1,0,5,0,"分配制度"
ML_ML_G6_04,morality_law,6,2,0,5,0,"人类文明的瑰宝"
ML_ML_G9_02,morality_law,9,3,0,5,0,"创新驱动发展"
ML_ML_G1_03,morality_law,1,1,0,5,0,"珍惜友谊"
ML_G79_CU_01,morality_law,7,1,0,5,0,"中华优秀传统文化"
ML_G79_CU_02,morality_law,7,1,0,5,0,"革命文化"
ML_ML_G9_06,morality_law,9,3,0,5,0,"中国梦"
ML_G79_NT_01,morality_law,7,1,0,5,0,"人民当家作主"
ML_G79_PS_01,morality_law,7,1,0,5,0,"情绪调节"
B_B1_10,biology,7,3,0,5,0,"人体的神经系统"
B_B3_01,biology,8,2,0,5,0,"生态系统的组成"
B_B4_06,biology,8,3,0,5,0,"基因的传递"
B_B4_03,biology,8,2,0,5,0,"人的生殖和发育"
B_B2_02,biology,7,2,0,5,0,"植物的主要类群"
B_B1_08,biology,7,3,0,5,0,"人体的血液循环"
B_B3_02,biology,8,2,0,5,0,"食物链和食物网"
B_B1_09,biology,7,2,0,5,0,"人体的泌尿系统"
B_B6_03,biology,8,2,0,5,0,"发酵食品制作"
B_B5_01,biology,8,2,0,5,0,"传染病及其预防"
B_B3_06,biology,8,2,0,5,0,"生物圈"
G_G6_05,geography,7,3,0,5,0,"中东"
G_G79_EM_01,geography,7,1,0,5,0,"地球仪"
G_G7_01,geography,8,2,0,5,0,"欧洲西部"
G_G2_01,geography,7,1,0,5,0,"天气与气候"
G_G1_04,geography,7,1,0,5,0,"地图三要素"
G_G5_01,geography,7,1,0,5,0,"亚洲位置与范围"
G_G10_03,geography,8,2,0,5,0,"中国的地形"
G_G6_04,geography,7,2,0,5,0,"俄罗斯"
G_G10_07,geography,8,2,0,5,0,"中国的工业"
G_G10_05,geography,8,2,0,5,0,"中国的河流与湖泊"
G_G7_03,geography,8,2,0,5,0,"澳大利亚"
EN_G56_GR_04,english,5,3,0,5,0,"宾语从句: 引导词 that"
EN_G79_GR_05,english,7,4,0,5,0,"倒装句(初步)"
EN_G79_GR_08,english,7,4,0,5,0,"现在分词作状语"
EN_G56_GR_05,english,5,3,0,5,0,"定语从句: who/whom"
EN_G56_GR_03,english,5,3,0,5,0,"被动语态(初步)"
EN_G79_DI_03,english,7,4,0,5,0,"推断作者态度"
EN_G56_TH_01,english,5,2,0,5,0,"成长经历"
EN_E3_GR_02,english,5,3,0,5,0,"过去进行时/过去完成时"
EN_E4_GR_05,english,7,3,0,5,0,"主谓一致"
EN_G79_GR_03,english,7,4,0,5,0,"同位语从句"
L_G56_NT_07,labor,5,1,0,5,0,"VR 体验"
L_L7_01,labor,5,2,0,5,0,"3D 打印体验"
L_L7_02,labor,5,2,0,5,0,"智能家居体验"
L_G34_CH_03,labor,3,1,0,5,0,"擦窗户"
L_G34_CK_07,labor,3,1,0,5,0,"食物营养知识"
L_L5_02,labor,4,2,0,5,0,"简单产品制作"
L_L5_01,labor,4,2,0,5,0,"工具使用"
L_L1_04,labor,4,2,0,5,0,"公共卫生"
L_G34_IP_02,labor,3,1,0,5,0,"简单的质量检测"
L_G34_CH_04,labor,3,2,0,5,0,"清洗衣物"
ART_G34_AR_02,art,3,2,0,5,0,"水彩画基础"
ART_G79_FI_01,art,7,2,0,5,0,"影视作品分析"
ART_A2_04,art,3,2,0,5,0,"手工与立体造型"
ART_G79_AR_01,art,7,3,0,5,0,"美术创作"
ART_A2_06,art,5,3,0,5,0,"中国画基础"
ART_G79_AR_03,art,7,3,0,5,0,"中外美术鉴赏"
ART_G56_AR_01,art,5,2,0,5,0,"中国画技法"
ART_G34_AR_01,art,3,3,0,5,0,"中国画: 写意"
ART_G79_AR_02,art,7,3,0,5,0,"美术评价"
P_P2_19,physics,8,2,0,5,0,"简单机械:斜面"
P_P2_07,physics,8,2,0,5,0,"重力"
P_P3_08,physics,8,3,0,5,0,"凸透镜成像"
P_P3_07,physics,8,3,0,5,0,"光的折射"
P_P3_05,physics,8,3,0,5,0,"光的反射定律"
P_P2_21,physics,8,3,0,5,0,"功率"
CH_C2_11,chemistry,9,1,0,5,0,"化肥"
CH_C3_03,chemistry,9,2,0,5,0,"化学式"
CH_C4_04,chemistry,9,3,0,5,0,"化学反应类型"
CH_C4_07,chemistry,9,2,0,5,0,"化学反应中的能量变化"
CH_C5_02,chemistry,9,2,0,5,0,"化学与健康"
